tconst,description
tt0433405,A soldier recounts his relationship with a famous political prisoner attempting to overthrow their country's authoritarian government.
tt0058283,A woman trapped in a home elevator is terrorized by a group of vicious hoodlums.
tt6964076,"Featuring never-before-seen footage, concert performances and intimate interviews, filmmaker Ron Howard examines the life and career of famed opera tenor Luciano Pavarotti."
tt2527238,"The journey of a beautiful Indian Princess, who sets sail in the search of her husband. On her voyage, she undergoes transformations in her body, mind and soul with a fellow passenger who takes her to a forbidden world of sexual love and sensuality."
tt0289229,"Using almost no dialogue, the film follows a number of residents (both human and animal) of a small rural community in Hungary – an old man with hiccups, a shepherdess and her sheep, an old woman who may or may not be up to no good, some folk-singers at a wedding, etc. While most of the film is a series of vignettes, there is a sinister and often barely perceptible subplot involving murder."
tt4680196,"In 1930s France, two sisters who are thought to be able to communicate with ghosts meet a visionary producer while performing in Paris."
tt0221889,"When Petula and Dorothy cover up the accidental murder of one jerk boyfriend, they hatch a hilarious scheme to collect a huge ransom."
tt0118566,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages."
tt10605812,"Based on one of the most shocking and gruesome murder cases in Brazil, the film presents Daniel Cravinhos's point of view of the events that led to the death of Marísia and Manfred von Richthofen, his girlfriend’s parents."
tt1445203,"Most people think they know the ""McDonald's coffee case,"" but what they don't know is that corporations have spent millions distorting the case to promote tort reform. HOT COFFEE reveals how big business, aided by the media, brewed a dangerous concoction of manipulation and lies to protect corporate interests. By following four people whose lives were devastated by the attacks on our courts, the film challenges the assumptions Americans hold about ""jackpot justice."""
tt0067204,"Harry Collings returns home to his farm after drifting with his friend, Arch. His wife, who had given up on him, reluctantly allows him to stay, and soon believes that all will be well again. But then Harry has to make a difficult decision regarding his loyalties and priorities."
tt4372240,The most famous murder scene in movie history comprises 78 camera settings and 52 cuts: the shower scene in Alfred Hitchcock's Psycho. 78/52 tells the story of the man behind the curtain and his greatest obsession.
tt2036376,"After a series of bad experiences with men, Shae teams up with her co-worker, Lu, who has a simple, deadly way of dealing with the opposite sex."
tt7610196,"For years men have thought women had a lower sexdrive? Can men be proven wrong again? The film explores the the scientific, historical, biological and social aspects behind the female sex drive and female gaze."
tt0119107,"Errol Morris’s Fast, Cheap & Out of Control interweaves the stories of four men, each driven to create eccentric worlds from their unique obsessions, all of which involve animals. There’s a lion tamer who shares his theories on the mental processes of wild animals; a topiary gardener who has devoted a lifetime to shaping bears and giraffes out of hedges and trees; a man fascinated with hairless mole rats; and an MIT scientist who has designed complex, autonomous robots that can crawl like bugs."
tt0110296,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her."
tt0076446,"On a summer day in late 19th century Russia, a group of bourgeois friends and acquaintances gather at a dilapidated country estate."
tt2417650,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism."
tt15234108,"A group of four friends, on the verge of the end of their academic life sets on a tour to Cox's Bazaar. Expecting to live their life at the fullest. But some unexpected events that take place on the tour make their worlds go upside down."
tt0096037,"When a young rock group called The Mystery gets its first gig at a club, it's an opportunity to see what life is all about. Fresh out of high school, the rockers are hired by an exclusive beach resort thanks to a faded '60s songwriter. There, they meet with romance and adventure. But street-smart lead singer Jennie Lee faces a dilemma: pursue her budding career or finish high school."
